"","site","Avg_pdc","Avg_delta_pdc","prop_died","n.died","Cluster","Avg_depth","Pct_pimo","avg_ENN","avg_BA_6m","fdsi_anom","BA.Plot","cwd_normal_cum","cwd_peak_anom","vpd_normal_annual_max","vpd_peak_anom","avg_summer_tmax","peak_tmax","min_ann_ppt","tmean","ppt","Pndjfm","AWC"
"1","DES1014",72.8571428571429,-14.375,0.636363636363636,35,"DES1014",25.75555556,0.935654173853954,1.90111595459874,4881.09453040638,-1.97877960814566,4.33072915286111,352.409096300602,1.2238254805792,19.7938,1.18576523962049,29.0463331858317,1.13164022190306,38.8823192842007,8.35999965667725,246.320007324219,26.3165166121642,16.9743491443045
"2","DES1014120",40.4464285714286,-14.0178571428571,0.109756097560976,9,"DES1014",23.6,0.737071048815853,1.86945572469165,2803.53357723214,-1.97877960814566,3.2443211125,352.409096300602,1.2238254805792,19.7938,1.18576523962049,29.0463331858317,1.13164022190306,38.8823192842007,8.35999965667725,246.320007324219,26.3165166121642,7.03166021004436
"3","DES1014240",50.0877192982456,-1.75438596491228,0.411764705882353,21,"DES1014",36.66666667,0.868018626181357,1.6523873861377,5831.82251272727,-1.94750296928208,4.708327165,352.409096300602,1.2238254805792,18.1222,1.23600887309488,26.6909998575846,1.13971002355124,53.7006796257496,7.59000015258789,339.25,38.6948680443287,18.1330284039839
"4","DES1014360",44.25,-15.25,0.116279069767442,5,"DES1014",17,0.871715568942796,1.90357126280321,2458.22968064103,-1.97877960814566,2.0906065625,352.409096300602,1.2238254805792,19.7938,1.18576523962049,29.0463331858317,1.13164022190306,38.8823192842007,8.35999965667725,246.320007324219,26.3165166121642,18.1648194195048
"5","DES105",61.5384615384615,-0.769230769230769,0.613636363636364,27,"DES105",21.8,1,1.93014636547757,3711.96375288462,-2.02087056313903,3.145405105,300.033383846283,1.23810436277022,21.321,1.17617841564655,29.883333269755,1.12638036538847,36.6394998788834,9.13000011444092,237.440002441406,26.2553873320818,18.6502389459959
"6","DES105120",23.1818181818182,-6.81818181818182,0.111111111111111,2,"DES105",23.8,1,5.62264647010833,380.31307125,-2.02087056313903,0.418126335625,300.033383846283,1.23810436277022,21.321,1.17617841564655,29.883333269755,1.12638036538847,36.6394998788834,9.13000011444092,237.440002441406,26.2553873320818,15.9581679232864
"7","DES105240",60.9090909090909,-20.4545454545455,0.333333333333333,6,"DES105",24.8,0.904841302923837,4.7931169993675,723.615242857143,-2.02087056313903,0.567161235,300.033383846283,1.23810436277022,21.321,1.17617841564655,29.883333269755,1.12638036538847,36.6394998788834,9.13000011444092,237.440002441406,26.2553873320818,7.46563888469127
"8","DES105360",29.7777777777778,-13.6666666666667,0.106060606060606,7,"DES105",29,1,1.61247450885958,1830.49869880952,-2.02087056313903,1.13718035,300.033383846283,1.23810436277022,21.321,1.17617841564655,29.883333269755,1.12638036538847,36.6394998788834,9.13000011444092,237.440002441406,26.2553873320818,17.6754472151241
"9","DES998",20.2758620689655,-2,0.0333333333333333,1,"DES998",16.8,0.806322914373762,2.83908452981983,2899.05728981481,-1.97635654798618,2.2436076825,358.696573883295,1.20003231542007,18.8156,1.15697612619316,28.4860000610352,1.12862463866436,36.7893604323864,7.92000007629395,239.949996948242,24.605149263984,21.1655896933404
"10","DES998120",27.2727272727273,-7.72727272727273,0,0,"DES998",12.2,0.187953644403782,5.43928049707313,1348.11261363636,-1.97635654798618,1.13745039,358.696573883295,1.20003231542007,18.8156,1.15697612619316,28.4860000610352,1.12862463866436,36.7893604323864,7.92000007629395,239.949996948242,24.605149263984,15.1848086813723
